2,1,253.3,435.5,95.8,217.2,-1,-1,-1,-1
2,2,342.8,276.5,101.6,203.4,-1,-1,-1,-1
2,3,170.9,626.9,67.5,152.7,-1,-1,-1,-1
2,6,1189.3,0.0,50.9,73.8,-1,-1,-1,-1
3,1,258.1,433.6,85.7,219.6,-1,-1,-1,-1
3,2,347.1,269.2,70.2,208.0,-1,-1,-1,-1
3,3,150.6,627.2,65.9,146.7,-1,-1,-1,-1
3,6,1191.1,0.1,49.1,72.6,-1,-1,-1,-1
3,8,1257.0,0.3,40.4,78.0,-1,-1,-1,-1
4,1,256.4,437.2,86.9,215.3,-1,-1,-1,-1
4,2,349.7,276.8,97.0,192.5,-1,-1,-1,-1
4,3,135.3,628.6,69.0,142.8,-1,-1,-1,-1
4,6,1189.4,0.2,51.6,72.8,-1,-1,-1,-1
4,8,1256.9,0.3,40.6,77.9,-1,-1,-1,-1
5,1,265.4,445.3,78.1,202.8,-1,-1,-1,-1
5,2,356.1,255.8,91.9,213.1,-1,-1,-1,-1
5,3,126.3,628.6,70.7,151.6,-1,-1,-1,-1
5,6,1195.1,0.0,45.8,72.9,-1,-1,-1,-1
5,8,1256.8,0.0,40.6,77.1,-1,-1,-1,-1
5,9,1648.2,439.6,122.0,266.8,-1,-1,-1,-1
5,10,1757.5,146.5,51.9,171.2,-1,-1,-1,-1
6,1,266.4,438.0,78.4,207.0,-1,-1,-1,-1
6,2,363.8,257.3,86.4,200.2,-1,-1,-1,-1
6,3,115.1,629.5,71.2,151.4,-1,-1,-1,-1
6,6,1196.8,0.0,46.0,72.5,-1,-1,-1,-1
6,8,1257.1,0.0,41.2,75.4,-1,-1,-1,-1
6,9,1650.8,438.0,121.1,265.3,-1,-1,-1,-1
6,10,1757.5,146.2,51.8,171.4,-1,-1,-1,-1
7,1,267.9,423.3,81.1,207.6,-1,-1,-1,-1
7,2,379.2,253.6,75.6,200.2,-1,-1,-1,-1
7,3,87.2,630.7,75.8,153.1,-1,-1,-1,-1
7,6,1199.2,1.0,44.6,71.1,-1,-1,-1,-1
7,8,1257.2,0.0,43.1,76.4,-1,-1,-1,-1
7,9,1650.4,434.5,124.2,266.1,-1,-1,-1,-1
